유형,표제어,뜻풀이,예문,비고
사자성어,- 오비이락,아무 관계도 없이 한 일이 공교롭게다 때가 같아 억울하게 의심을 받거나 난처한 위치에 서게 됨. = 까마귀 날자 배 떨어진다.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 오비삼척,자기 사정이 급하여 남을 돌볼 겨를이 없음. = 내 코가 석자.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 오월동주,서로 적의를 품은 사람들이 한자리에 있게 된 경우. 또는 서로 협력하여야 하는 상황.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 욕속부달,일을 빨리 하려고 하면 도리어 이루지 못함. = 우물에 가서 숭늉 찾는다.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 와신상담,원수를 갚거나 마음먹은 일을 이루기 위하여 온갖 어려움과 괴로움을 참고 견딤.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 위편삼절,책의 가죽끈이 세 번이나 끊어졌다는 뜻. 책을 열심히 읽음을 이르는 말.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 유비무환,준비가 되어 있으면 걱정이 없음.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 이전투구,자기의 이익을 위하여 비열하게 다툼을 비유적으로 이르는 말.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 이합집산,헤어졌다가 만나고 모였다가 흩어짐.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 익자삼우,사귀어서 자기에게 도움이 되는 세가지의 벗.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 인면수심,사람의 얼굴을 하고 있으나 마음은 짐승과 같음. 마음이나 행동이 몹시 흉악함을 이르는 말.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 일면지교,한 번 만나 본 정도의 친분.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 자가당착,같은 사람의 말이나 행동이 앞뒤가 서로 맞지 아니하고 모순됨.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 자중지란,같은 편끼리 하는 싸움.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 절차탁마,부지런히 학문과 덕행을 닦음.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 조족지혈,새 발의 피. 매우 적은 분량을 비유적으로 이르는 말.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 좌정관천,우물 속에 앉아서 하늘을 본다는 뜻. 사람의 견문이 매우 좁음을 이르는 말.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 주마간산,; 자세히 살피지 아니하고 대충대충 보고 지나감을 이르는 말. = 수박 겉 핥기.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 진합태산,작은 물건도 많이 모이면 큰 것이 됨.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 천려일득,천 번을 생각하여 하나를 얻음. 어리석은 사람이라도 많은 생각을 하면 그 과정에서 한 가지쯤은 좋은 것이 나올 수 있음.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 천재일우,천 년 동안 단 한 번 만남. 좀처럼 만나기 어려운 좋은 기회를 이르는 말.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 촌철살인,간단한 말로도 남을 감동하게 하거나 남의 약점을 찌를 수 있음.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 추월춘풍,가을 달과 봄바람. 흘러가는 세월을 이르는 말.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 타산지석,본이 되지 않은 남의 말이나 행동도 자신의 지식과 인격을 수양하는 데에 도움이 될 수 있음을 비유적으로 이르는 말.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 태산북두,태산과 북두칠성. 사람들로부터 존경 받는 사람을 비유적으로 이르는 말.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 평지풍파,평온한 자리에서 일어나는 풍파. 뜻밖에 분쟁이 일어남을 비유적으로 이르는 말.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 포의지교,벼슬을 하기 전 선비 시절에 사귐. 또는 그렇게 사귄 벗.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 표리부동,겉으로 드러나는 언행과 속으로 가지는 생각이 다름. = 겉 다르고 속 다르다.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 풍수지탄,효도를 다하지 못한 채 어버이를 여읜 자식의 슬픔.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 하대명년,기다리기가 몹시 지루함.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 형설지공,고생하면서 부지런하고 꾸준하게 공부하는 자세.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 호가호위,남의 권세를 빌려 위세를 부림. = 원님 덕에 나팔 분다.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 호사다마,좋은 일에는 흔히 방해되는 일이 많음.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 혼정신성,밤에는 부모의 잠자리를 보아 드리고 이른 아침에는 부모의 밤새 안부를 여쭈어 봄.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 후래삼배,"술자리에 뒤늦게 온 사람에게 권하는 석 잔의 술,",,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 후안무치,뻔뻔스러워 부끄러움이 없음.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 화사첨족,하지 않아도 될 일을 하거나 필요 이상으로 쓸데없는 일을 하여 도리어 실패함.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
사자성어,- 흥진비래,즐거운 일이 다하면 슬픈 일이 옴.,,auto from KBS 한국어능력시험 어휘(사자성어) 요약 정리.docx
속담,[KBS 한국어능력시험] 어휘(속담) 요약 정,리,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 가갸 뒷다리도 모른다,"글자를 전혀 깨치지 못하여 무식하거나, 사리에 몹시 어두운 사람을 놀림조로 이르는 말.",,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 가게 기둥에 입춘이라,제 격에 맞지 않음.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 가는 날이 장날이다,어떤 일을 하려고 하는데 뜻하지 않은 일을 공교롭게 당함.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 가뭄에 콩 나듯 한다,어떤 일이나 물건이 드문드문 있음.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 가을 중 싸대듯,수확이 많은 가을철에 중이 바쁘게 돌아다닌다는 뜻. 여기저기 분주히 돌아다님을 비유적으로 이르는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 개구리 낯짝에 물 붓기,어떤 자극을 주어도 그 자극이 조금도 먹혀들지 아니하거나 어떤 처사를 당하여도 태연함을 이르는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 개 머루 먹듯,참맛도 모르면서 바삐 먹어 치우는 것 / 내용이 틀리거나 말거나 일을 건성건성 날려서 함.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 개밥에 도토리,따돌림을 받아서 여럿의 축에 끼지 못하는 사람.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 꾸어다 놓은 보릿자루,여럿이 모여 이야기하는 자리에서 아무 말도 하지 않고 한옆에 가만히 있는 사람을 비유적으로 이르는 말. = 전당 잡은 촛대.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 눈 가리고 아웅 한다,얕은 수로 남을 속이려 한다는 말,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 눈 감고 따라간다,아무 생각 없이 맹목적으로 뒤따르는 것.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 눈 뜨고 코 베어간다,뻔히 알면서도 피해를 당하는 험악한 세상이라는 말,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 눈 먼 놈이 앞장선다,못난이가 남보다 먼저 나댐을 비유적으로 이르는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 달도 차면 기운다,세상의 온갖 것이 한번 번성하면 다시 쇠하기 마련이라는 말 / 행운이 언제까지나 계속되는 것은 아님을 비유적으로 이르는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 독 틈에도 용소가 있다,무슨 일에든지 남을 속이려 하는 수작이 있으니 조심해야 한다는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 동냥은 못 줘도 쪽박은 깨지 마라,남을 도와주지는 못할망정 방해는 하지 말라는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 마른나무를 태우면 생나무도 탄다,안되는 일도 대세를 타면 잘될 수 있음.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 마른논에 물 대기,일이 매우 힘들거나 힘들여 해 놓아도 성과가 없는 경우를 이르는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 말로 온 동네 다 겪는다,음식이나 물건으로는 힘이 벅차서 많은 사람을 다 대접하지 못하므로 언변으로나마 잘 대접한다는 말 / 말로만 남을 대접하는 체한다는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 망건 쓰고 세수한다,일의 순서를 바꾸어 함을 놀림조로 이르는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 맑은 물에 고기 안 논다,사람이 지나치게 결백하면 남이 따르지 않음.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 물 건너온 범,한풀 꺾인 사람을 비유적으로 이르는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 물이 깊을수록 소리가 없다,덕이 높고 깊은 사람은 겉으로 떠벌리고 잘난 체하거나 뽐내지 않는다는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 미꾸라짓국 먹고 용트림한다,시시한 일을 해 놓고 큰일을 한 것처럼 으스대는 것 / 하잘것없는 사람이 잘난 체하는 것.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 바늘 구멍에 황소 바람 들어온다,작은 것이라도 때에 따라서는 소홀히 하여서는 안 됨.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 바늘뼈에 두부살,몸이 아주 연약한 사람을 비유적으로 이르는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 바지저고리만 다닌다,사람이 아무 속이 없고 맺힌 데가 없이 행동하는 경우를 비유적으로 이르는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 붉고 쓴 장,겉모양은 그럴듯하게 좋으나 실속은 흉악하여 안팎이 서로 다름.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 비단 옷 입고 밤길 가기,생색나지 않을 공연한 일에 애쓰고도 보람이 없을 때 이르는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 비 오는 날 소꼬리 같다,몹시 귀찮게 구는 것을 비유적으로 이르는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 산 진 거북이요 돌 진 가재라,의지하고 있는 세력이 든든함.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 삼밭에 쑥대,좋은 환경에서 자라면 좋은 영향을 받게 됨.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 선무당이 사람 잡는다,능력이 없어서 제구실을 못하면서 함부로 하다가 큰일을 저지르게 됨.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 손 안 대고 코 풀기,일을 힘 안 들이고 아주 쉽게 해치움.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 쌀독에서 인심 난다,살림에 여유가 있어야 인정도 베풀 수 있다는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 썩어도 준치,본래 좋고 훌륭한 것은 비록 상해도 그 본질에는 변함이 없음.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 아닌 밤중에 홍두깨,뜻하지 않은 말을 불쑥 꺼내거나 별안간 엉뚱한 행동을 함.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 언 손 불기,부질없는 짓을 비유적으로 이르는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 오뉴월에도 남의 일은 손이 시리다,남의 일은 힘들지 아니한 일도 하기 싫고 고되다는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 우물에 가 숭늉을 찾는다,일의 순서도 모르고 성급히 덤빈다는 뜻.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 우선 먹기는 곶감이 달다,앞일은 생각해 보지도 아니하고 당장 좋은 것만 취하는 경우.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 자는 범 코침 주기,가만히 두었으면 아무 탈이 없을 것을 공연히 건드려 문제를 일으킴.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 절에 간 색시,남이 시키는 대로 따라 하는 사람 / 아무리 싫어도 남이 시키는 대로 따라 하지 아니할 수 없는 처지에 있는 사람.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 중의 빗,몹시 구하기 어려운 물건을 비유적으로 이르는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 차돌에 바람 들면 석돌보다 못하다,오달진 사람일수록 한 번 타락하면 걷잡을 수 없게 된다는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 찬밥 두고 잠이 아니 온다,대수롭지 않은 일에 마음이 끌려서 단념하지 못한다는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 찬밥에 국 적은 줄만 안다,가난한 살림에는 없는 것이 당연한 것인줄 모르고 무언가 부족하다고 하며 마음을 씀.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 책력 보아 가며 밥 먹는다,가난하여 끼니를 자주 굶는다는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 큰 고기는 깊은 물속에 있다,"훌륭한 인물은 많은 사람들 속에 섞여 있어 잘 드러나지 않는다는 말,",,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 태산을 넘으면 평지를 본다,"고생을 이겨 내면 반드시 즐거운 일이 생긴다는 말,",,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 태산이 평지 된다,자연이나 사회의 변화가 몹시 심함을 비유적으로 이르는 말 / 세상의 모든 것이 덧없이 변함을 이르는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 틈 난 돌이 깨지고 태 먹은 독이 깨진다,어떤 탈이 있는 것은 반드시 결과적으로 실패를 가져온다는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 평안 감사도 저 싫으면 그만이다,아무리 좋은 일이라도 제 마음에 들지 않으면 억지로 시키기 힘든다는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 하나는 열을 꾸려도 열은 하나를 못 꾸린다,한 사람이 잘 되면 여러 사람을 돌보아 줄 수 있으나 여러 사람이 힘을 합하여 한 사람을 돌보아 주기는 힘들다는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 하늘로 호랑이 잡기,온갖 권력을 다 가지고 있어 못하는 일이 없음.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 한 손으로는 손뼉을 못 친다,상대가 없이 혼자서는 싸움이 되지 아니한다는 말.,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
속담,- 호미로 막을 것을 가래로 막는다,적은 힘으로 충분히 처리할 수 있는 일에 쓸데없이 많은 힘을 들이는 경우 / 커지기 전에 처리하였으면 쉽게 해결되었을 일을 방치하여 두었다가 나중에 큰 힘을 들이게 된 경우,,auto from KBS 한국어능력시험 어휘(속담) 요약 정리.docx
고유어,[KBS 한국어능력시험] 어휘(고유어) 요약 정,리,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 가납사니,쓸데없는 말을 지껄이기 좋아하는 수다스러운 사람.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 가년스럽다,보기에 가난하고 어려운 데가 있다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 가름하다,승부나 등수 따위를 정하다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 가멸다,재산이나 자원 따위가 넉넉하고 많다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 가뭇없다,보이던 것이 전혀 보이지 않아 찾을 곳이 감감하다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 갈마들다,서로 번갈아들다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 갈음하다,다른 것으로 바꾸어 대신하다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 개평,노름이나 내기 따위에서 남이 가지게 된 몫에서 조금 얻어 가지는 공것.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 객쩍다,"행동이나 말, 생각이 쓸데없고 싱겁다.",,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 걸터들이다,이것저것 가리지 않고 휘몰아 들이다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 겨를,어떤 일을 하다가 생각 따위를 다른 데로 돌릴 수 있는 시간적인 여유.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 결딴나다,어떤 일이나 물건 따위가 아주 망가져서 도무지 손을 쓸 수 없게 된 상태 / 살림이 망하여 거덜 난 상태.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 고삭부리,음식을 많이 먹지 못하는 사람 / 몸이 약해서 늘 병치레를 하는 사람.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 고샅,시골 마을의 좁은 골목길 또는 골목 사이.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 곰비임비,물건이 거듭 쌓이거나 일이 계속 일어남.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 괜히,아무 까닭이나 실속이 없게. = 공연히.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 구듭,귀찮고 힘든 남의 뒤치다꺼리,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 구쁘다,배 속이 허전하여 자꾸 먹고 싶다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 그득하다,분량이나 수효 따위가 어떤 범위나 한도에 아주 꽉 찬 상태 / 냄새나 빛 따위가 넓은 공간에 널리 퍼져 있음.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 글피,모레의 다음 날.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 깨단하다,오랫동안 생각해 내지 못하던 일 따위를 어떠한 실마리로 말미암아 깨닫거나 분명히 알다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 께름칙하다,마음에 걸려서 언짢고 싫은 느낌이 꽤 있다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 끌밋하다,모양이나 차림새 따위가 매우 깨끗하고 훤칠하다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 너나들이,서로 너니 나니 하고 부르며 허물없이 말을 건넴. 또는 그런 사이.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 너울가지,남과 잘 사귀는 솜씨. 붙임성이나 포용성.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 널브러지다,너저분하게 흐트러지거나 흩어짐 / 몸에 힘이 빠져 몸을 추스르지 못하고 축 늘어짐.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 늦되다,곡식이나 열매 따위가 제철보다 늦게 익음 / 나이에 비하여 발육이 늦거나 철이 늦게 듦.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 다따가,난데없이 갑자기,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 다락같이,물건값이 매우 비싸게 / 덩치나 규모 정도가 매우 크고 심하게,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 닦달하다,남을 단단히 윽박질러서 혼을 내다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 단출하다,일이나 차림차림이 간편함.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 달포,한 달이 조금 넘는 기간.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 대근하다,견디기가 어지간히 힘들고 만만하지 않다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 더뻑거리다,앞뒤를 헤아리지 않고 자꾸 불쑥불쑥 행동하다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 데면데면,사람을 대하는 태도가 친밀감이 없이 예사로운 모양 / 성질이 꼼꼼하지 않아 행동이 신중하거나 조심스럽지 않은 모양.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 도두보다,실상보다 좋게 보다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 때맞다,때가 늦지도 이르지도 않게 꼭 알맞다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 마뜩하다,제법 마음에 들 만하다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 막놓다,노름에서 몇 판에 걸쳐서 잃은 돈의 액수를 합쳐서 한 번에 걸고 다시 내기를 하다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 만무방,염치가 없이 막된 사람.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 맏물,"과일, 푸성귀, 해산물 따위에서 그해의 맨 처음에 나는 것.",,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 매나니,"무슨 일을 할 때 아무 도구도 가지지 아니하고 맨손뿐인 것,",,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 맥쩍다,심심하고 재미가 없음 / 열없고 쑥스러움.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 머드러기,"과일이나 채소, 생선 따위의 많은 것 가운데서 다른 것들에 비해 굵거나 큰 것 / 여럿 가운데서 가장 좋은 물건이나 사람.",,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 모지락스럽다,보기에 억세고 모질다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 몽니,받고자 하는 대우를 받지 못할 때 내는 심술. = 몽니가 사납다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 무녀리,한 태에 낳은 여러 마리 새끼 가운데 가장 먼저 나온 새끼 / 말이나 행동이 좀 모자란 듯이 보이는 사람.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 무드럭지다,한데 수북이 쌓여 있거나 뭉쳐 있다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 묵새기다,별로 하는 일 없이 한곳에서 오래 묵으며 날을 보냄 / 마음의 고충이나 흥분 따위를 애써 참으며 넘겨 버림.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 뭉근하다,세지 않은 불기운이 끊이지 않고 꾸준하다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 바람서리,폭풍우로 말미암아 농업이나 어업 따위가 받는 피해,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 바투,두 대상이나 물체의 사이가 썩 가깝게 / 시간이나 길이가 아주 짧게.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 벼리다,무디어진 연장의 날을 불에 달구어 두드려서 날카롭게 만듧 / 마음의나 의지를 가다듬고 단련하여 강하게 함.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 비거스렁이,비가 갠 뒤에 바람이 불고 기온이 낮아지는 현상.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 비설거지,"비가 오려고 하거나 올 때, 비에 맞으면 안 되는 물건을 치우거나 덮는 일.",,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 빗밑,비가 그치어 날이 개는 속도.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 빨,일이 되어 가는 형편과 모양.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 사박스럽다,성질이 보기에 독살스럽고 야멸친 데가 있다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 사위다,불이 사그라져서 재가 되다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 사위스럽다,마음에 불길한 느낌이 들고 꺼림칙하다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 새살스럽다,성질이 차분하지 못하고 가벼워 말이나 행동이 실없고 부산한 데가 있다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 선웃음,우습지도 않은데 꾸며서 웃는 웃음.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 성기다,물건의 사이가 뜨다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 소소리바람,이른 봄에 살 속으로 스며드는 듯한 차고 매서운 바람.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 손방,아주 할 줄 모르는 솜씨.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 손사래,어떤 말이나 사실을 부인하거나 남에게 조용히 하라고 할 때 손을 펴서 휘젓는 일. = 손사래를 치다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 수더분하다,성질이 까다롭지 아니하여 순하고 무던하다.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
고유어,- 스산하다,몹시 어수선하고 쓸쓸함 / 마음이 가라앉지 아니하고 뒤숭숭함.,,auto from KBS 한국어능력시험 어휘(고유어) 요약 정리.docx
